participant,gender,age,language,logical_training,trial_type,card_type,guess_type,card,guess,response,aim,comments,response_type,order,duration
anon14,male,25,English,No,XY_X,XY,X,DOGELE,dog,True,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,18,1897
anon14,male,25,English,No,X_XandY,X,XandY,DOG,dogandele,False,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,19,2017
anon14,male,25,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,False,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,20,3432
anon14,male,25,English,No,X_X,X,X,DOG,dog,True,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,21,1424
anon14,male,25,English,No,XY_XorY,XY,XorY,CATDOG,catordog,False,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,22,2833
anon14,male,25,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,True,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,23,1546
anon14,male,25,English,No,X_X,X,X,ELE,ele,True,"To see how we view the wording of a sentence and would respond (or, and, etc)",No issues. Thank you! Quick and easy!,true-false,24,1344
anon15,male,49,English,No,X_Z,X,Z,DOG,ele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,1,4119
anon15,male,49,English,No,XY_X,XY,X,DOGELE,ele,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,2,4801
anon15,male,49,English,No,X_XandY,X,XandY,ELE,catandele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,3,3952
anon15,male,49,English,No,X_XorY,X,XorY,CAT,catorele,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,4,3862
anon15,male,49,English,No,X_X,X,X,ELE,ele,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,5,2473
anon15,male,49,English,No,X_Z,X,Z,ELE,dog,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,6,1981
anon15,male,49,English,No,X_X,X,X,CAT,cat,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,7,1948
anon15,male,49,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,8,4501
anon15,male,49,English,No,XY_XandY,XY,XandY,DOGELE,dogandele,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,9,2484
anon15,male,49,English,No,XY_X,XY,X,CATELE,cat,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,10,3488
anon15,male,49,English,No,XY_Z,XY,Z,DOGELE,cat,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,11,2360
anon15,male,49,English,No,X_X,X,X,DOG,dog,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,12,1600
anon15,male,49,English,No,XY_XorY,XY,XorY,CATELE,catorele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,13,7251
anon15,male,49,English,No,XY_Z,XY,Z,CATELE,dog,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,14,2746
anon15,male,49,English,No,XY_X,XY,X,CATDOG,dog,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,15,1832
anon15,male,49,English,No,X_Z,X,Z,CAT,ele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,16,1790
anon15,male,49,English,No,XY_XorY,XY,XorY,CATDOG,catordog,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,17,4256
anon15,male,49,English,No,X_XorY,X,XorY,ELE,dogorele,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,18,2695
anon15,male,49,English,No,XY_XandY,XY,XandY,CATELE,catandele,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,19,3194
anon15,male,49,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,20,2707
anon15,male,49,English,No,X_XorY,X,XorY,DOG,catordog,True,To see how people would interpret the questions.,No problems. Thank you.,true-false,21,2358
anon15,male,49,English,No,XY_Z,XY,Z,CATDOG,ele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,22,2088
anon15,male,49,English,No,X_XandY,X,XandY,DOG,catanddog,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,23,3831
anon15,male,49,English,No,X_XandY,X,XandY,ELE,dogandele,False,To see how people would interpret the questions.,No problems. Thank you.,true-false,24,2906
anon16,female,26,English,No,XY_Z,XY,Z,CATDOG,ele,Wrong,perceptions of right and wrong,no issues,quinary,1,4718
anon16,female,26,English,No,XY_X,XY,X,DOGELE,ele,Right,perceptions of right and wrong,no issues,quinary,2,10497
anon16,female,26,English,No,X_XorY,X,XorY,DOG,dogorele,Wrong,perceptions of right and wrong,no issues,quinary,3,54654
anon16,female,26,English,No,XY_X,XY,X,CATDOG,cat,Right,perceptions of right and wrong,no issues,quinary,4,34335
anon16,female,26,English,No,X_X,X,X,CAT,cat,Right,perceptions of right and wrong,no issues,quinary,5,2743
anon16,female,26,English,No,X_Z,X,Z,ELE,dog,Wrong,perceptions of right and wrong,no issues,quinary,6,2664
anon16,female,26,English,No,XY_XandY,XY,XandY,CATELE,catandele,Right,perceptions of right and wrong,no issues,quinary,7,3395
anon16,female,26,English,No,X_X,X,X,DOG,dog,Right,perceptions of right and wrong,no issues,quinary,8,3729
anon16,female,26,English,No,X_XorY,X,XorY,CAT,catordog,Right,perceptions of right and wrong,no issues,quinary,9,4647
anon16,female,26,English,No,XY_X,XY,X,CATELE,cat,Right,perceptions of right and wrong,no issues,quinary,10,2569
anon16,female,26,English,No,X_XandY,X,XandY,CAT,catanddog,Kinda Right,perceptions of right and wrong,no issues,quinary,11,3151
anon16,female,26,English,No,XY_Z,XY,Z,DOGELE,cat,Wrong,perceptions of right and wrong,no issues,quinary,12,3704
anon16,female,26,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,Right,perceptions of right and wrong,no issues,quinary,13,3575
anon16,female,26,English,No,XY_XorY,XY,XorY,CATELE,catorele,Right,perceptions of right and wrong,no issues,quinary,14,2579
anon16,female,26,English,No,X_Z,X,Z,DOG,cat,Wrong,perceptions of right and wrong,no issues,quinary,15,2511
anon16,female,26,English,No,X_X,X,X,ELE,ele,Right,perceptions of right and wrong,no issues,quinary,16,3006
anon16,female,26,English,No,X_XandY,X,XandY,ELE,dogandele,Kinda Right,perceptions of right and wrong,no issues,quinary,17,2696
anon16,female,26,English,No,X_Z,X,Z,CAT,dog,Wrong,perceptions of right and wrong,no issues,quinary,18,2296
anon16,female,26,English,No,XY_XandY,XY,XandY,DOGELE,dogandele,Right,perceptions of right and wrong,no issues,quinary,19,2598
anon16,female,26,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,Kinda Right,perceptions of right and wrong,no issues,quinary,20,4594
anon16,female,26,English,No,XY_XorY,XY,XorY,CATDOG,catordog,Kinda Right,perceptions of right and wrong,no issues,quinary,21,4078
anon16,female,26,English,No,X_XorY,X,XorY,DOG,catordog,Right,perceptions of right and wrong,no issues,quinary,22,2638
anon16,female,26,English,No,XY_Z,XY,Z,CATELE,dog,Wrong,perceptions of right and wrong,no issues,quinary,23,2544
anon16,female,26,English,No,X_XandY,X,XandY,ELE,catandele,Kinda Right,perceptions of right and wrong,no issues,quinary,24,5391
anon17,male,23,English,No,XY_X,XY,X,DOGELE,dog,Right,It was about perceptions.,NA,quinary,1,3202
anon17,male,23,English,No,X_XandY,X,XandY,CAT,catandele,Wrong,It was about perceptions.,NA,quinary,2,4221
anon17,male,23,English,No,XY_Z,XY,Z,CATELE,dog,Wrong,It was about perceptions.,NA,quinary,3,3833
anon17,male,23,English,No,X_Z,X,Z,ELE,dog,Wrong,It was about perceptions.,NA,quinary,4,1808
anon17,male,23,English,No,XY_X,XY,X,CATDOG,dog,Kinda Right,It was about perceptions.,NA,quinary,5,2664
anon17,male,23,English,No,X_X,X,X,DOG,dog,Right,It was about perceptions.,NA,quinary,6,1505
anon17,male,23,English,No,XY_Z,XY,Z,CATDOG,ele,Wrong,It was about perceptions.,NA,quinary,7,2242
anon17,male,23,English,No,X_XandY,X,XandY,DOG,catanddog,Wrong,It was about perceptions.,NA,quinary,8,5984
anon17,male,23,English,No,X_Z,X,Z,CAT,ele,Wrong,It was about perceptions.,NA,quinary,9,1616
anon17,male,23,English,No,X_XorY,X,XorY,ELE,dogorele,Wrong,It was about perceptions.,NA,quinary,10,2545
anon17,male,23,English,No,X_XorY,X,XorY,CAT,catorele,Right,It was about perceptions.,NA,quinary,11,3601
anon17,male,23,English,No,X_X,X,X,ELE,ele,Right,It was about perceptions.,NA,quinary,12,2313
anon17,male,23,English,No,XY_XandY,XY,XandY,DOGELE,dogandele,Right,It was about perceptions.,NA,quinary,13,2984
anon17,male,23,English,No,XY_XandY,XY,XandY,CATELE,catandele,Right,It was about perceptions.,NA,quinary,14,2922
anon17,male,23,English,No,X_X,X,X,CAT,cat,Right,It was about perceptions.,NA,quinary,15,1337
anon17,male,23,English,No,X_XandY,X,XandY,ELE,catandele,Wrong,It was about perceptions.,NA,quinary,16,2089
anon17,male,23,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,Right,It was about perceptions.,NA,quinary,17,3416
anon17,male,23,English,No,X_XorY,X,XorY,CAT,catordog,Right,It was about perceptions.,NA,quinary,18,2825
anon17,male,23,English,No,XY_Z,XY,Z,DOGELE,cat,Wrong,It was about perceptions.,NA,quinary,19,4097
anon17,male,23,English,No,XY_XorY,XY,XorY,CATELE,catorele,Kinda Wrong,It was about perceptions.,NA,quinary,20,3552
anon17,male,23,English,No,XY_XorY,XY,XorY,CATDOG,catordog,Kinda Wrong,It was about perceptions.,NA,quinary,21,3057
anon17,male,23,English,No,XY_X,XY,X,CATELE,cat,Kinda Right,It was about perceptions.,NA,quinary,22,2473
anon17,male,23,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,Kinda Right,It was about perceptions.,NA,quinary,23,4296
anon17,male,23,English,No,X_Z,X,Z,DOG,ele,Wrong,It was about perceptions.,NA,quinary,24,1872
anon18,male,27,English,Yes,X_XorY,X,XorY,CAT,catorele,True,I don't know,NA,true-false,1,3825
anon18,male,27,English,Yes,X_XandY,X,XandY,CAT,catanddog,False,I don't know,NA,true-false,2,2560
anon18,male,27,English,Yes,X_XandY,X,XandY,CAT,catandele,False,I don't know,NA,true-false,3,1784
anon18,male,27,English,Yes,XY_XandY,XY,XandY,CATDOG,catanddog,True,I don't know,NA,true-false,4,2170
anon18,male,27,English,Yes,X_XorY,X,XorY,CAT,catordog,True,I don't know,NA,true-false,5,1849
anon18,male,27,English,Yes,X_X,X,X,DOG,dog,True,I don't know,NA,true-false,6,3608
anon18,male,27,English,Yes,XY_X,XY,X,CATDOG,cat,True,I don't know,NA,true-false,7,2618
anon18,male,27,English,Yes,XY_XorY,XY,XorY,CATDOG,catordog,False,I don't know,NA,true-false,8,2897
anon18,male,27,English,Yes,XY_X,XY,X,DOGELE,ele,True,I don't know,NA,true-false,9,3497
anon18,male,27,English,Yes,XY_Z,XY,Z,CATDOG,ele,False,I don't know,NA,true-false,10,2504
anon18,male,27,English,Yes,X_Z,X,Z,CAT,ele,False,I don't know,NA,true-false,11,1658
anon18,male,27,English,Yes,XY_XandY,XY,XandY,CATELE,catandele,True,I don't know,NA,true-false,12,2393
anon18,male,27,English,Yes,XY_X,XY,X,DOGELE,dog,True,I don't know,NA,true-false,13,1537
anon18,male,27,English,Yes,XY_XorY,XY,XorY,CATELE,catorele,False,I don't know,NA,true-false,14,2777
anon18,male,27,English,Yes,XY_XorY,XY,XorY,DOGELE,dogorele,False,I don't know,NA,true-false,15,3251
anon18,male,27,English,Yes,X_XandY,X,XandY,ELE,dogandele,False,I don't know,NA,true-false,16,3687
anon18,male,27,English,Yes,X_Z,X,Z,ELE,dog,False,I don't know,NA,true-false,17,1584
anon18,male,27,English,Yes,X_X,X,X,ELE,ele,True,I don't know,NA,true-false,18,2153
anon18,male,27,English,Yes,XY_XandY,XY,XandY,DOGELE,dogandele,True,I don't know,NA,true-false,19,2034
anon18,male,27,English,Yes,X_Z,X,Z,DOG,ele,False,I don't know,NA,true-false,20,1562
anon18,male,27,English,Yes,X_X,X,X,CAT,cat,True,I don't know,NA,true-false,21,2450
anon18,male,27,English,Yes,XY_Z,XY,Z,DOGELE,cat,False,I don't know,NA,true-false,22,1369
anon18,male,27,English,Yes,X_XorY,X,XorY,ELE,catorele,True,I don't know,NA,true-false,23,2137
anon18,male,27,English,Yes,XY_Z,XY,Z,CATELE,dog,False,I don't know,NA,true-false,24,3026
anon19,male,43,English,No,XY_XorY,XY,XorY,CATDOG,catordog,Kinda Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,1,28870
anon19,male,43,English,No,XY_Z,XY,Z,CATELE,dog,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,2,3773
anon19,male,43,English,No,X_XorY,X,XorY,ELE,catorele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,3,3088
anon19,male,43,English,No,X_XandY,X,XandY,DOG,catanddog,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,4,2884
anon19,male,43,English,No,X_XorY,X,XorY,DOG,catordog,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,5,2967
anon19,male,43,English,No,X_X,X,X,DOG,dog,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,6,2048
anon19,male,43,English,No,X_Z,X,Z,CAT,dog,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,7,2881
anon19,male,43,English,No,X_XandY,X,XandY,ELE,catandele,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,8,24113
anon19,male,43,English,No,XY_X,XY,X,CATELE,ele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,9,5640
anon19,male,43,English,No,X_Z,X,Z,CAT,ele,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,10,2678
anon19,male,43,English,No,XY_XandY,XY,XandY,CATELE,catandele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,11,3057
anon19,male,43,English,No,XY_X,XY,X,CATDOG,cat,Kinda Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,12,5170
anon19,male,43,English,No,XY_XorY,XY,XorY,CATELE,catorele,Kinda Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,13,6525
anon19,male,43,English,No,XY_X,XY,X,CATDOG,dog,Kinda Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,14,2391
anon19,male,43,English,No,XY_XandY,XY,XandY,DOGELE,dogandele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,15,2713
anon19,male,43,English,No,XY_Z,XY,Z,DOGELE,cat,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,16,2771
anon19,male,43,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,17,2817
anon19,male,43,English,No,X_XandY,X,XandY,CAT,catanddog,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,18,3079
anon19,male,43,English,No,XY_Z,XY,Z,CATDOG,ele,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,19,2549
anon19,male,43,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,20,6634
anon19,male,43,English,No,X_X,X,X,CAT,cat,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,21,1697
anon19,male,43,English,No,X_XorY,X,XorY,ELE,dogorele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,22,3393
anon19,male,43,English,No,X_X,X,X,ELE,ele,Right,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,23,2134
anon19,male,43,English,No,X_Z,X,Z,ELE,cat,Wrong,I really didn't think about it because it doesn't concern me. I'll leave the experiment and its goal to you guys.,No issues. Thank you for letting me participate.,quinary,24,2303
anon2,female,61,English,No,XY_XandY,XY,XandY,CATELE,catandele,True,To see if I understand the wording of a phrase.,No problems,true-false,1,9805
anon2,female,61,English,No,XY_XandY,XY,XandY,DOGELE,dogandele,True,To see if I understand the wording of a phrase.,No problems,true-false,2,5032
anon2,female,61,English,No,X_XorY,X,XorY,DOG,dogorele,True,To see if I understand the wording of a phrase.,No problems,true-false,3,7371
anon2,female,61,English,No,XY_XorY,XY,XorY,CATELE,catorele,False,To see if I understand the wording of a phrase.,No problems,true-false,4,17387
anon2,female,61,English,No,XY_X,XY,X,CATELE,cat,False,To see if I understand the wording of a phrase.,No problems,true-false,5,7697
anon2,female,61,English,No,XY_X,XY,X,DOGELE,dog,False,To see if I understand the wording of a phrase.,No problems,true-false,6,3432
anon2,female,61,English,No,XY_Z,XY,Z,CATELE,dog,False,To see if I understand the wording of a phrase.,No problems,true-false,7,4178
anon2,female,61,English,No,X_XorY,X,XorY,CAT,catordog,True,To see if I understand the wording of a phrase.,No problems,true-false,8,14041
anon2,female,61,English,No,X_XorY,X,XorY,CAT,catorele,True,To see if I understand the wording of a phrase.,No problems,true-false,9,3601
anon2,female,61,English,No,X_XandY,X,XandY,DOG,catanddog,False,To see if I understand the wording of a phrase.,No problems,true-false,10,4353
anon2,female,61,English,No,X_Z,X,Z,CAT,ele,False,To see if I understand the wording of a phrase.,No problems,true-false,11,3488
anon2,female,61,English,No,X_X,X,X,ELE,ele,True,To see if I understand the wording of a phrase.,No problems,true-false,12,3417
anon2,female,61,English,No,X_Z,X,Z,ELE,cat,False,To see if I understand the wording of a phrase.,No problems,true-false,13,2850
anon2,female,61,English,No,XY_Z,XY,Z,CATDOG,ele,False,To see if I understand the wording of a phrase.,No problems,true-false,14,4104
anon2,female,61,English,No,XY_X,XY,X,DOGELE,ele,False,To see if I understand the wording of a phrase.,No problems,true-false,15,5264
anon2,female,61,English,No,X_X,X,X,DOG,dog,True,To see if I understand the wording of a phrase.,No problems,true-false,16,2906
anon2,female,61,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,True,To see if I understand the wording of a phrase.,No problems,true-false,17,4360
anon2,female,61,English,No,XY_XorY,XY,XorY,CATDOG,catordog,False,To see if I understand the wording of a phrase.,No problems,true-false,18,5152
anon2,female,61,English,No,XY_Z,XY,Z,DOGELE,cat,False,To see if I understand the wording of a phrase.,No problems,true-false,19,2856
anon2,female,61,English,No,X_XandY,X,XandY,DOG,dogandele,False,To see if I understand the wording of a phrase.,No problems,true-false,20,4736
anon2,female,61,English,No,X_X,X,X,CAT,cat,True,To see if I understand the wording of a phrase.,No problems,true-false,21,3289
anon2,female,61,English,No,X_Z,X,Z,ELE,dog,False,To see if I understand the wording of a phrase.,No problems,true-false,22,2641
anon2,female,61,English,No,X_XandY,X,XandY,ELE,catandele,False,To see if I understand the wording of a phrase.,No problems,true-false,23,3866
anon2,female,61,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,False,To see if I understand the wording of a phrase.,No problems,true-false,24,6647
anon3,male,25,ENglish,No,X_XorY,X,XorY,DOG,dogorele,True,human behavior,NA,true-false,1,4443
anon3,male,25,ENglish,No,XY_Z,XY,Z,DOGELE,cat,False,human behavior,NA,true-false,2,2070
anon3,male,25,ENglish,No,X_XandY,X,XandY,DOG,dogandele,False,human behavior,NA,true-false,3,2566
anon3,male,25,ENglish,No,XY_XorY,XY,XorY,DOGELE,dogorele,True,human behavior,NA,true-false,4,7636
anon3,male,25,ENglish,No,X_XandY,X,XandY,CAT,catanddog,False,human behavior,NA,true-false,5,3444
anon3,male,25,ENglish,No,X_XandY,X,XandY,CAT,catandele,False,human behavior,NA,true-false,6,4706
anon3,male,25,ENglish,No,X_Z,X,Z,DOG,cat,False,human behavior,NA,true-false,7,2277
anon3,male,25,ENglish,No,XY_XorY,XY,XorY,CATELE,catorele,True,human behavior,NA,true-false,8,2717
anon3,male,25,ENglish,No,X_Z,X,Z,ELE,dog,False,human behavior,NA,true-false,9,1813
anon3,male,25,ENglish,No,XY_XandY,XY,XandY,DOGELE,dogandele,True,human behavior,NA,true-false,10,2773
anon3,male,25,ENglish,No,X_XorY,X,XorY,CAT,catorele,True,human behavior,NA,true-false,11,2473
anon3,male,25,ENglish,No,XY_X,XY,X,CATELE,ele,True,human behavior,NA,true-false,12,2349
anon3,male,25,ENglish,No,X_X,X,X,ELE,ele,True,human behavior,NA,true-false,13,1560
anon3,male,25,ENglish,No,X_X,X,X,DOG,dog,True,human behavior,NA,true-false,14,1518
anon3,male,25,ENglish,No,XY_X,XY,X,CATELE,cat,True,human behavior,NA,true-false,15,15163
anon3,male,25,ENglish,No,X_XorY,X,XorY,CAT,catordog,True,human behavior,NA,true-false,16,1915
anon3,male,25,ENglish,No,XY_Z,XY,Z,CATELE,dog,False,human behavior,NA,true-false,17,2343
anon3,male,25,ENglish,No,X_X,X,X,CAT,cat,True,human behavior,NA,true-false,18,1490
anon3,male,25,ENglish,No,XY_X,XY,X,CATDOG,cat,True,human behavior,NA,true-false,19,1549
anon3,male,25,ENglish,No,XY_XandY,XY,XandY,CATELE,catandele,True,human behavior,NA,true-false,20,2293
anon3,male,25,ENglish,No,XY_Z,XY,Z,CATDOG,ele,False,human behavior,NA,true-false,21,1898
anon3,male,25,ENglish,No,X_Z,X,Z,CAT,ele,False,human behavior,NA,true-false,22,1478
anon3,male,25,ENglish,No,XY_XandY,XY,XandY,CATDOG,catanddog,True,human behavior,NA,true-false,23,2228
anon3,male,25,ENglish,No,XY_XorY,XY,XorY,CATDOG,catordog,True,human behavior,NA,true-false,24,3134
anon4,male,25,eng,No,X_X,X,X,CAT,cat,Kinda Wrong,0,NA,quinary,1,1823
anon4,male,25,eng,No,X_XandY,X,XandY,DOG,dogandele,Wrong,0,NA,quinary,2,2934
anon4,male,25,eng,No,X_X,X,X,DOG,dog,Right,0,NA,quinary,3,1975
anon4,male,25,eng,No,XY_Z,XY,Z,CATDOG,ele,Wrong,0,NA,quinary,4,2874
anon4,male,25,eng,No,XY_XorY,XY,XorY,CATDOG,catordog,Kinda Right,0,NA,quinary,5,25895
anon4,male,25,eng,No,XY_X,XY,X,CATELE,ele,Kinda Right,0,NA,quinary,6,19302
anon4,male,25,eng,No,XY_Z,XY,Z,CATELE,dog,Wrong,0,NA,quinary,7,2470
anon4,male,25,eng,No,XY_X,XY,X,CATDOG,dog,Right,0,NA,quinary,8,1789
anon4,male,25,eng,No,X_XorY,X,XorY,DOG,catordog,Kinda Right,0,NA,quinary,9,2174
anon4,male,25,eng,No,X_Z,X,Z,ELE,dog,Right,0,NA,quinary,10,7525
anon4,male,25,eng,No,XY_XandY,XY,XandY,CATDOG,catanddog,Right,0,NA,quinary,11,2465
anon4,male,25,eng,No,X_X,X,X,ELE,ele,Right,0,NA,quinary,12,1719
anon4,male,25,eng,No,XY_Z,XY,Z,DOGELE,cat,Wrong,0,NA,quinary,13,8470
anon4,male,25,eng,No,XY_XandY,XY,XandY,CATELE,catandele,Right,0,NA,quinary,14,3567
anon4,male,25,eng,No,X_XandY,X,XandY,DOG,catanddog,Wrong,0,NA,quinary,15,4293
anon4,male,25,eng,No,X_XorY,X,XorY,CAT,catordog,Right,0,NA,quinary,16,3071
anon4,male,25,eng,No,X_Z,X,Z,ELE,cat,Wrong,0,NA,quinary,17,1873
anon4,male,25,eng,No,XY_XorY,XY,XorY,CATELE,catorele,Kinda Right,0,NA,quinary,18,4448
anon4,male,25,eng,No,X_Z,X,Z,CAT,ele,Wrong,0,NA,quinary,19,2330
anon4,male,25,eng,No,X_XorY,X,XorY,ELE,catorele,Right,0,NA,quinary,20,3561
anon4,male,25,eng,No,XY_X,XY,X,CATELE,cat,Right,0,NA,quinary,21,1813
anon4,male,25,eng,No,X_XandY,X,XandY,ELE,dogandele,Wrong,0,NA,quinary,22,2419
anon4,male,25,eng,No,XY_XorY,XY,XorY,DOGELE,dogorele,Right,0,NA,quinary,23,2880
anon4,male,25,eng,No,XY_XandY,XY,XandY,DOGELE,dogandele,Right,0,NA,quinary,24,3701
anon5,male,59,English,No,X_X,X,X,CAT,cat,Right,unsure,NA,quinary,1,8016
anon5,male,59,English,No,XY_Z,XY,Z,CATDOG,ele,Wrong,unsure,NA,quinary,2,5682
anon5,male,59,English,No,X_XandY,X,XandY,DOG,catanddog,Wrong,unsure,NA,quinary,3,7350
anon5,male,59,English,No,X_X,X,X,ELE,ele,Right,unsure,NA,quinary,4,4067
anon5,male,59,English,No,X_XandY,X,XandY,CAT,catanddog,Wrong,unsure,NA,quinary,5,4533
anon5,male,59,English,No,XY_XorY,XY,XorY,CATDOG,catordog,Kinda Right,unsure,NA,quinary,6,7154
anon5,male,59,English,No,XY_X,XY,X,DOGELE,dog,Right,unsure,NA,quinary,7,6413
anon5,male,59,English,No,XY_XandY,XY,XandY,CATELE,catandele,Right,unsure,NA,quinary,8,4952
anon5,male,59,English,No,X_XorY,X,XorY,DOG,dogorele,Right,unsure,NA,quinary,9,6036
anon5,male,59,English,No,XY_XorY,XY,XorY,DOGELE,dogorele,Kinda Wrong,unsure,NA,quinary,10,14878
anon5,male,59,English,No,XY_Z,XY,Z,CATELE,dog,Wrong,unsure,NA,quinary,11,5367
anon5,male,59,English,No,X_X,X,X,DOG,dog,Right,unsure,NA,quinary,12,3726
anon5,male,59,English,No,X_XorY,X,XorY,CAT,catorele,Right,unsure,NA,quinary,13,5136
anon5,male,59,English,No,XY_XandY,XY,XandY,DOGELE,dogandele,Right,unsure,NA,quinary,14,4797
anon5,male,59,English,No,X_Z,X,Z,DOG,ele,Wrong,unsure,NA,quinary,15,3888
anon5,male,59,English,No,XY_X,XY,X,CATDOG,cat,Right,unsure,NA,quinary,16,4482
anon5,male,59,English,No,X_Z,X,Z,CAT,dog,Wrong,unsure,NA,quinary,17,3866
anon5,male,59,English,No,XY_XandY,XY,XandY,CATDOG,catanddog,Right,unsure,NA,quinary,18,4633
anon5,male,59,English,No,X_XandY,X,XandY,ELE,catandele,Wrong,unsure,NA,quinary,19,4331
anon5,male,59,English,No,X_Z,X,Z,ELE,cat,Wrong,unsure,NA,quinary,20,3600
anon5,male,59,English,No,XY_XorY,XY,XorY,CATELE,catorele,Kinda Wrong,unsure,NA,quinary,21,12295
anon5,male,59,English,No,X_XorY,X,XorY,DOG,catordog,Right,unsure,NA,quinary,22,9386
anon5,male,59,English,No,XY_Z,XY,Z,DOGELE,cat,Wrong,unsure,NA,quinary,23,4270
